query_index,nearest_ref_index,nearest_distance_m,label
0,390,45.63018896609385,0
1,390,50.72453224765661,0
2,390,55.81030973424751,0
3,390,60.88067834765045,0
4,390,65.92509904354377,0
5,390,70.93491389443648,0
6,390,75.89786401093222,0
7,390,80.78949446164927,0
8,390,85.58457949531751,0
9,390,90.244247527282,0
10,390,94.71904377874407,0
11,390,98.9691097809968,0
12,390,102.98827061092601,0
13,390,106.77807759619242,0
14,390,110.31665089047473,0
15,390,113.58508372172797,0
16,390,116.58818745197775,0
17,390,119.3259668415908,0
18,390,121.77920055370096,0
19,390,124.01052849744237,0
20,390,126.10848139813321,0
21,390,128.1540443293495,0
22,390,130.18864821539844,0
23,390,132.25326725711474,0
24,390,134.40893272122415,0
25,390,136.7024759171096,0
26,390,139.15265120771568,0
27,390,141.78264074549213,0
28,390,144.6157394646032,0
29,390,147.62145477228307,0
30,390,150.76296780192817,0
31,390,154.00634724118797,0
32,390,157.32792581897183,0
33,390,160.69440569440945,0
34,59,163.9335874856661,0
35,60,159.8723967810845,0
36,60,155.94196441500944,0
37,61,152.19244914825336,0
38,61,148.65650896800742,0
39,61,145.44251133528863,0
40,62,142.57063772862327,0
41,62,140.0143847799658,0
42,62,137.7822477987748,0
43,62,135.80932973838594,0
44,63,134.00051139942968,0
45,63,132.28019565749221,0
46,63,130.568148448266,0
47,64,128.7835640857475,0
48,64,126.8482033866437,0
49,64,124.72309167651134,0
50,65,122.29886059091406,0
51,66,119.60049075892977,0
52,66,116.60226232828346,0
53,67,113.39760804717766,0
54,68,110.06046798319943,0
55,68,106.65613966218098,0
56,69,103.27944977158563,0
57,70,99.96107919760681,0
58,70,96.66806458221492,0
59,71,93.42418964280672,0
60,71,90.19698976336325,0
61,71,86.97777886822931,0
62,71,83.71592051160887,0
63,72,80.3504304548458,0
64,72,76.81545087638715,0
65,72,73.06340773534986,0
66,72,69.07365129527169,0
67,72,64.86070242322835,0
68,71,60.44015512279488,0
69,71,55.8364935664171,0
70,71,51.099032730875884,0
71,71,46.28089311318617,0
72,71,41.452264027491495,0
73,71,36.696804632102285,1
74,71,32.09742294836705,1
75,71,27.710185305119957,1
76,71,23.556105959052594,1
77,71,19.657714490250694,1
78,71,16.061535037754958,1
79,71,12.840210944119708,1
80,72,9.999636682128678,1
81,72,7.488680845434298,1
82,73,5.683895851786977,1
83,73,3.9497708052594684,1
84,74,2.744426836923582,1
85,75,2.0423753172602033,1
86,76,1.9768042745053307,1
87,78,2.82160899748827,1
88,79,4.392977529955433,1
89,80,7.253296168514283,1
90,80,10.908151361469596,1
91,81,14.911024580958767,1
92,81,19.324143242390416,1
93,82,23.977896869655464,1
94,82,28.730385359365187,1
95,82,33.65092354945296,1
96,82,38.678318845052054,1
97,82,43.758311312363034,0
98,83,48.80718452456712,0
99,83,53.81372668544071,0
100,83,58.80628438669805,0
101,83,63.789670972877346,0
102,83,68.76998056514344,0
103,83,73.74784989288538,0
104,83,78.71794064764521,0
105,130,80.90785004477246,0
106,131,80.7611173634484,0
107,132,80.64904700144007,0
108,133,80.59100006336757,0
109,134,80.60240678352763,0
110,135,80.6721284929455,0
111,136,80.7804336106364,0
112,136,80.90404577869577,0
113,137,81.01151525993292,0
114,138,81.20520284090144,0
115,138,81.48903436647181,0
116,139,81.90608872569474,0
117,139,82.45523604205184,0
118,139,83.21828268517429,0
119,140,84.07411883635787,0
120,140,85.17213992657838,0
121,140,86.56020075465698,0
122,141,88.16215071590804,0
123,141,90.04701294703395,0
124,141,92.18576490994784,0
125,141,94.49603674518073,0
126,142,96.84694185939345,0
127,142,99.16125772177026,0
128,142,101.4794745161028,0
129,142,103.81749759198993,0
130,142,106.13087325144582,0
131,142,108.37454947204125,0
132,142,110.52480194616857,0
133,142,112.5813854957801,0
134,142,114.57753671242428,0
135,142,116.57185623828428,0
136,142,118.62881767889935,0
137,142,120.82280737254405,0
138,142,123.17950749001838,0
139,142,125.69524811270772,0
140,142,128.40204366359436,0
141,142,131.33841039189443,0
142,142,134.516403318693,0
143,142,137.92739275469205,0
144,142,141.54603586438,0
145,142,145.3354122986272,0
146,142,149.25283647053163,0
147,142,153.25933961662525,0
148,142,157.3273390989577,0
149,142,161.43505606637095,0
150,141,165.56863341746785,0
151,141,169.68531832963924,0
152,141,173.8055174603197,0
153,141,177.92939342034998,0
154,141,182.05266824907295,0
155,141,186.17180423587322,0
156,141,190.28906169105142,0
157,141,194.3953127464807,0
158,141,198.47441159771282,0
159,141,202.48412942545096,0
160,141,206.372816335033,0
161,141,210.08373164807438,0
162,141,213.57277220463976,0
163,141,216.825267451601,0
164,141,219.82581252502408,0
165,141,222.56780864374045,0
166,141,225.0349981193211,0
167,141,227.21096117663166,0
168,141,229.09105298584527,0
169,141,230.7081826750662,0
170,141,232.12624013013235,0
171,141,233.41471747669056,0
172,141,234.63644064719085,0
173,141,235.82451681262447,0
174,141,237.01686533810474,0
175,141,238.2378871153843,0
176,141,239.51623866689673,0
177,141,240.88478802102534,0
178,140,242.33878289464428,0
179,140,243.90887691337946,0
180,140,245.60336063251228,0
181,140,247.415657429568,0
182,80,248.38350965485154,0
183,80,247.3577214909971,0
184,80,246.43913961664634,0
185,80,245.6017633673913,0
186,79,244.81350609403398,0
187,79,244.04520897063406,0
188,79,243.2026128977252,0
189,79,242.21931517475164,0
190,79,241.04225684362757,0
191,79,239.63012677793975,0
192,79,237.94247533812185,0
193,79,235.94014589996632,0
194,79,233.60365450176477,0
195,79,230.93533467068704,0
196,79,227.90899586752278,0
197,79,224.54734106063785,0
198,79,220.9511927989456,0
199,79,217.18104250123397,0
200,79,213.28551084817803,0
201,79,209.30511898360902,0
202,79,205.28478892987397,0
203,79,201.26477209527238,0
204,79,197.28254782927183,0
205,80,193.3584581029409,0
206,80,189.5187294385508,0
207,80,185.84187305210108,0
208,80,182.3710700332725,0
209,80,179.1252530125746,0
210,80,176.10776910658504,0
211,80,173.29732443152957,0
212,80,170.6501053096811,0
213,80,168.13327822450754,0
214,80,165.71704569221714,0
215,80,163.35964451708702,0
216,80,161.0085875296268,0
217,80,158.59378607130344,0
218,80,156.04829742174937,0
219,80,153.3238612304831,0
220,80,150.39225368904678,0
221,80,147.25774317078117,0
222,80,143.94753843621874,0
223,80,140.48360665854946,0
224,80,136.8833604798936,0
225,80,133.1731531740271,0
226,80,129.3747865696038,0
227,80,125.52320089942715,0
228,80,121.65564091625248,0
229,79,117.80219378240113,0
230,79,113.95882028920721,0
231,79,110.22034620233518,0
232,79,106.61711038516141,0
233,79,103.17100199959073,0
234,79,99.90483654012438,0
235,78,96.8123780958259,0
236,78,93.89322312203223,0
237,78,91.25581590322865,0
238,78,88.93036694391178,0
239,77,86.87948784585494,0
