query_index,nearest_ref_index,nearest_distance_m,label
0,0,1.9107625594787856,1
1,0,0.9648043754884961,1
2,0,0.6056001787074704,1
3,1,0.42354891784975063,1
4,2,0.8662118189927033,1
5,2,1.3389868089394337,1
6,32,0.7334043657753572,1
7,23,0.7525847400787177,1
8,22,1.1096446392569368,1
9,21,0.1586394838507269,1
10,6,1.0308678628074535,1
11,6,1.9135752410258766,1
12,44,0.9484378746601709,1
13,14,0.8625518936991913,1
14,21,1.0328786040857731,1
15,23,1.4487671304430767,1
16,9,0.9517744544455797,1
17,32,1.0153765091607891,1
18,2,1.1609733424601887,1
19,1,0.7050046716554333,1
20,1,0.9630378060986876,1
21,17,0.7808448762504437,1
22,11,1.252122237507163,1
23,22,1.6456939499132095,1
24,36,1.2034693306594828,1
25,44,1.851184365516904,1
26,44,1.678680342690201,1
27,22,1.106561524053426,1
28,23,1.2186725245073757,1
29,32,1.4712715258728797,1
30,32,1.7778136748873967,1
31,32,1.4096170835086534,1
32,23,1.4781308037950516,1
33,20,1.4437520731376132,1
34,13,1.2193371029673017,1
35,44,1.4296159707954612,1
36,44,1.006068339851575,1
37,13,0.6750844964468505,1
38,13,0.5711496492479495,1
39,44,0.9946305709206218,1
40,6,1.6060277019689573,1
41,6,1.7812393696262252,1
42,6,1.6197546339021507,1
43,44,1.1851547156387425,1
44,44,0.8288106966021161,1
