query_index,nearest_ref_index,nearest_distance_m,label
0,0,1.9107625594787856,1
1,0,1.333834967705706,1
2,0,0.9648043754884961,1
3,0,0.6679218302462879,1
4,1,0.5916308727342942,1
5,1,0.4869781771503487,1
6,2,0.43339005958958243,1
7,3,0.38002316663599267,1
8,3,0.5849870732179098,1
9,3,0.8608834192292566,1
10,3,1.3190650529890628,1
11,65,1.5146780004855591,1
12,65,0.7511828745251344,1
13,33,0.24709180377781714,1
14,47,0.8556702046449489,1
15,46,1.1889820540422171,1
16,45,1.1215807786945113,1
17,42,0.7593728067413866,1
18,43,0.30004110851940413,1
19,27,0.43634456278594486,1
20,11,0.9052290434350767,1
21,11,1.4488256337062546,1
22,11,1.5451588923219386,1
23,11,1.1014609167632292,1
24,27,0.8808186873317719,1
25,28,0.7847420605974842,1
26,75,0.9005453803568385,1
27,75,0.9353471906786646,1
28,43,0.8879403153184039,1
29,45,1.0742720501346859,1
30,46,1.013711446032452,1
31,47,0.8082379671254379,1
32,18,1.006205209705605,1
33,64,1.0055537004991981,1
34,65,0.9507579663225638,1
35,66,1.2284404078294506,1
36,3,1.1249722567369855,1
37,2,0.7665128383305916,1
38,2,0.7001339241614071,1
39,2,0.7235624098708233,1
40,2,0.9655128216410983,1
41,4,1.380955996880975,1
42,66,0.7236291893130167,1
43,21,0.7209227612343663,1
44,22,1.2373634701635101,1
45,46,1.2146227981299722,1
46,45,1.2848470988896183,1
47,41,1.1558807387097585,1
48,42,1.1010015939659057,1
49,26,1.4631885705972973,1
50,11,1.6949751291140915,1
51,11,1.7470928447214753,1
52,27,1.5729079134556678,1
53,75,1.359402255975618,1
54,44,1.1762413700313963,1
55,46,1.3101206584243805,1
56,78,1.3604569058351652,1
57,79,1.364772767352101,1
58,64,1.4227292113940126,1
59,65,1.6586353826883256,1
60,65,1.7551466958425093,1
61,65,1.611953021893954,1
62,64,1.3755002444176758,1
63,79,1.4187268037077352,1
64,47,1.5887533377173286,1
65,46,1.7192544508713126,1
66,41,1.351256145617347,1
67,42,1.0085290613448623,1
68,89,1.2440275866863235,1
69,27,1.3195715030454,1
70,27,1.356872062320394,1
71,27,1.1968861762366554,1
72,27,0.946940528534276,1
73,27,0.7804080642817779,1
74,74,0.7083237516332167,1
75,26,0.6750073581884113,1
76,26,0.6630834568293984,1
77,89,0.7726555408216895,1
78,11,0.7925562831419293,1
79,11,0.8975730387281033,1
80,11,1.1006583073296554,1
81,11,1.263282897597742,1
82,11,1.309811319096365,1
83,11,1.254091859055783,1
84,11,1.1223253473247068,1
85,11,0.9324308219794076,1
86,11,0.6970869568061581,1
87,11,0.4691924583509072,1
88,11,0.3105047054794804,1
89,11,0.28091856124779924,1
90,11,0.35402519030616714,1
91,11,0.4393887054507319,1
92,11,0.4692818281697091,1
93,11,0.4067999938224044,1
94,11,0.2890138566740482,1
95,11,0.2650185767573011,1
96,11,0.37924124225565375,1
97,12,0.47776659135308247,1
98,12,0.2905067489705231,1
99,12,0.5346170945555057,1
100,11,0.6419279329278949,1
101,11,0.6085759520987691,1
102,11,0.5196235035156404,1
103,11,0.3011152312163646,1
104,11,0.23211052008672883,1
105,12,0.3851164143274967,1
106,12,0.4092796729681722,1
107,11,0.7949940185014189,1
108,11,0.7910800684154776,1
109,11,0.7545324329675461,1
110,11,0.5699538254847542,1
111,89,0.4451941975751879,1
112,12,0.5968825439208266,1
113,12,0.6087545539098315,1
114,12,0.9138084770761554,1
115,11,0.9232027422827224,1
116,11,0.9056226520411692,1
117,26,0.7376680437399216,1
118,43,0.8092583930896285,1
119,75,0.8826076395525593,1
120,75,1.030382851184449,1
121,75,1.1767720031594822,1
122,43,1.3345424107123054,1
123,42,1.3130132017944363,1
124,42,1.2459486547873069,1
125,42,1.2342487649484277,1
